"scientificName","longitude","latitude","eventDate"
"Engraulis encrasicolus",3.9217,43.04665,"1986-06-09"
"Engraulis encrasicolus",16.375667,43.526667,"1987-07-14"
"Engraulis encrasicolus",0.91,40.09,"2002-06-02"
"Engraulis encrasicolus",16.03558559,42.72938396,"2002"
"Engraulis encrasicolus",16.03558559,42.72938396,"1968"
"Engraulis encrasicolus",34.820824,32.312507,"2009-10-20"
"Engraulis encrasicolus",2.05999994277954,41.2099990844727,"1964"
"Engraulis encrasicolus",16.03558559,42.72938396,"2000"
"Engraulis encrasicolus",-5.19,36.35,"2003-04-27"
"Engraulis encrasicolus",2.22,41.28,"1910-08-30T05:20:00"
"Engraulis encrasicolus",34.533119,31.681269,"2011-11-24"
"Engraulis encrasicolus",34.745893,32.088642,"1991-11-21"
"Engraulis encrasicolus",-0.95,35.88,"1910-09-04T23:20:00"
"Engraulis encrasicolus",3.50999999046326,42.25,"1969"
"Engraulis encrasicolus",16.285333333,43.043833333,"1980-10-22"
"Engraulis encrasicolus",16.285333333,43.043833333,"1989-07-12"
"Engraulis encrasicolus",3.68,39.97,"1910-08-28T21:20:00"
"Engraulis encrasicolus",3.52999997138977,42.3300018310547,"1967"
"Engraulis encrasicolus",3.52999997138977,42.3300018310547,"1969"
"Engraulis encrasicolus",34.683409,31.938138,"1992-08-07"
"Engraulis encrasicolus",2.2233,39.4033,"1996-06"
"Engraulis encrasicolus",1.221,40.94,"2003-05-30/2003-05-30"
"Engraulis encrasicolus",24.8,38.22,"1910-08-14T23:00:00"
"Engraulis encrasicolus",34.60865,31.803896,"1994-08-16"
"Engraulis encrasicolus",0.96,40.51,"2009-05-01"
"Engraulis encrasicolus",16.73,43.05,"1958-02-06/1958-02-06"
"Engraulis encrasicolus",34.745893,32.088642,"1994-08-15"
"Engraulis encrasicolus",10.3999996185,33.8499984741,"2000-05-28T12:00:00Z"
"Engraulis encrasicolus",0.92,40.1,"1998-05-29"
"Engraulis encrasicolus",1.31,41.1,"1994-06-16"
"Engraulis encrasicolus",0.95,40.31,"2009-04-30"
"Engraulis encrasicolus",16.375667,43.526667,"1993-06-15"
"Engraulis encrasicolus",1.221,40.94,"2003-05-27/2003-05-27"
"Engraulis encrasicolus",25.92,40.03,"1910-08-13T02:15:00"
"Engraulis encrasicolus",2.3,41.4,"2003-05-15"
"Engraulis encrasicolus",16.285333333,43.043833333,"2001-09-27"
"Engraulis encrasicolus",16.37,43.51,"1964-03-24/1964-03-24"
"Engraulis encrasicolus",16.03558559,42.72938396,"1975"
"Engraulis encrasicolus",0.92,40.59,"2000-06-19"
"Engraulis encrasicolus",34.683409,31.938138,"1992-01-10"
"Engraulis encrasicolus",3.8667,43.1258,"1986-06-09"
"Engraulis encrasicolus",16.285333333,43.043833333,"1963-06-05"
"Engraulis encrasicolus",14.25,40.8013889,"2012-06-05"
"Engraulis encrasicolus",2.7417,39.2965,"2009-10-06"
"Engraulis encrasicolus",35.027246,32.836143,"2009-07-20"
"Engraulis encrasicolus",35.027246,32.836143,"1990-11-22"
"Engraulis encrasicolus",2.76999998092651,41.5299987792969,"1966"
"Engraulis encrasicolus",-4.41,36.62,"2002-05-11"
"Engraulis encrasicolus",0.88,40.02,"2001-06-02"
"Engraulis encrasicolus",16.285333333,43.043833333,"1987-06-04"
"Engraulis encrasicolus",15.625719,38.213821,NA
"Engraulis encrasicolus",16.285333333,43.043833333,"1972-07-04"
"Engraulis encrasicolus",16.285333333,43.043833333,"1967-05-20"
"Engraulis encrasicolus",15.215783,37.3068,"2019-08-09"
"Engraulis encrasicolus",0.24,38.78,"2003-05-22"
"Engraulis encrasicolus",1.37,41.02,"1998-05-27"
"Engraulis encrasicolus",35.5,34,"1973-06/1990-12"
"Engraulis encrasicolus",1.8,39.4767,"1985-10-10"
"Engraulis encrasicolus",3.3,42.25,"2009-05-06"
"Engraulis encrasicolus",10.4829998016,34.3670005798,"2000-05-27T12:00:00Z"
"Engraulis encrasicolus",16.03558559,42.72938396,"1960"
"Engraulis encrasicolus",24.4330005646,40.7999992371,"2003-07-29T12:00:00Z"
"Engraulis encrasicolus",0.3,39.86,"2003-05-21"
"Engraulis encrasicolus",16.375667,43.526667,"1981-08-26"
"Engraulis encrasicolus",16.285333333,43.043833333,"1989-06-16"
"Engraulis encrasicolus",16.375667,43.526667,"1972-08-02"
"Engraulis encrasicolus",4.45165,43.36335,"1986-06-12"
"Engraulis encrasicolus",7.41699981689,43.5670013428,NA
"Engraulis encrasicolus",16.375667,43.526667,"1985-08-09"
"Engraulis encrasicolus",3.62165,42.84915,"1983-06-05"
"Engraulis encrasicolus",8.92,44.23,"1910-07-03T00:55:00"
"Engraulis encrasicolus",1.13999998569489,40.5999984741211,"1969"
"Engraulis encrasicolus",-2,36.55,"1910-06-25T00:20:00"
"Engraulis encrasicolus",10.2510004044,34.0579986572,"2003-04-30T12:00:00Z"
"Engraulis encrasicolus",-3,36.58,"1910-09-06T03:30:00"
"Engraulis encrasicolus",0.84,40.34,"2006-06-06"
"Engraulis encrasicolus",17.35,43.03,"1957-07-01/1957-07-01"
"Engraulis encrasicolus",3.3,42.25,"2004-05-28"
"Engraulis encrasicolus",14.25,40.8013889,"2013-06-04"
"Engraulis encrasicolus",3.5517,43.1492,"1992-05-26"
"Engraulis encrasicolus",16.285333333,43.043833333,"1967-08-06"
"Engraulis encrasicolus",1.01,40.53,"2001-06-03"
"Engraulis encrasicolus",16.375667,43.526667,"1984-08"
"Engraulis encrasicolus",3.24,41.71,"2003-05-18"
"Engraulis encrasicolus",2.8383,39.9433,"1988-06-10"
"Engraulis encrasicolus",12.3774,45.3867,"1952"
"Engraulis encrasicolus",0.83,40.54,"2006-06-03"
"Engraulis encrasicolus",17.47,42.95,"1957-12-09/1957-12-09"
"Engraulis encrasicolus",16.285333333,43.043833333,"1989-08-09"
"Engraulis encrasicolus",-5.2,36.35,"2000-05-24"
"Engraulis encrasicolus",-0.13,39.35,"1998-05-22"
"Engraulis encrasicolus",16.375667,43.526667,"1979-06-21"
"Engraulis encrasicolus",15.58,38.12,"1910-08-20T21:40:00"
"Engraulis encrasicolus",2.6094,39.5422,"1990-04-10"
"Engraulis encrasicolus",3.14415,43.03085,"1986-06-06"
"Engraulis encrasicolus",0.73,40.17,"2003-05-21"
"Engraulis encrasicolus",16.285333333,43.043833333,"1988-05-21"
"Engraulis encrasicolus",2.56,39.415,"1985-10-10"
